Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location
0.03,7,4,46,Wood,3.73,11.17,No,Yes,Yes,Airways,No,Wealthy,No
0.91,21,11,814,Aluminium,5.11,14.92,No,No,No,Airways,No,Working Class,No
,30,10,646331,,3765.51,37.27,No,No,Yes,Waterways,No,Working Class,Yes
0.79,4,3,40,Aluminium,4.89,11.55,No,No,Yes,Roadways,No,Working Class,No
0.87,5,3,144,,5.98,11.47,No,No,Yes,Roadways,No,Working Class,No
0.3,9,5,311,Clay,6.87,13.16,Yes,No,No,Waterways,Yes,Wealthy,No
0.92,,9,518773,,1404.97,60.79,No,Yes,No,Roadways,No,Working Class,
0.1,37,,,Stone,7976.46,33.73,No,Yes,No,Airways,No,Wealthy,No
0.59,17,6,,Bronze,21.47,19.49,Yes,No,No,Waterways,No,Working Class,No
0.5,18,6,5423,Brass,42.62,29.65,Yes,No,No,Airways,No,Working Class,No
0.62,15,7,29259,Stone,98.68,35.08,No,Yes,Yes,Roadways,No,Working Class,Yes
0.96,28,11,437435,Marble,864.8,56.54,Yes,No,No,Waterways,No,Working Class,No
0.04,42,15,4408968,,3121.58,55.29,Yes,Yes,Yes,,No,Working Class,No
,33,,6297,Clay,21.75,27.38,No,No,No,Airways,Yes,Wealthy,No
0.44,23,8,819,Aluminium,5.64,23.82,No,No,Yes,Roadways,No,Wealthy,No
0.72,9,5,6949,Stone,57.9,80.43,No,Yes,No,Airways,No,Wealthy,No
0.82,4,3,41,Aluminium,4.54,13.28,Yes,No,No,Waterways,No,Working Class,No
0.53,40,25,2288,Wood,5.84,11.46,Yes,Yes,No,Airways,No,Wealthy,No
0.55,3,2,5,,6.19,23.19,Yes,Yes,Yes,,No,Wealthy,No
0.39,36,10,6152,Bronze,11.69,46.51,No,Yes,Yes,Airways,No,Wealthy,No
0.14,48,10,1269039,Marble,1745.31,79.1,Yes,No,Yes,Waterways,Yes,Working Class,Yes
0.75,16,8,7471,Brass,62.82,75.3,No,Yes,Yes,Airways,No,Wealthy,No
0.45,10,5,58,Wood,6.55,24.06,Yes,No,Yes,,No,Working Class,Yes
,5,4,63,Aluminium,3.63,10.34,No,Yes,No,Roadways,No,Wealthy,No
0.39,32,13,731099,Marble,1707.26,90.63,No,No,Yes,Waterways,No,Working Class,No
0.47,20,8,696,Aluminium,6.22,19.18,Yes,Yes,Yes,Airways,No,Working Class,Yes
0.51,41,15,,Clay,10.31,98.62,Yes,Yes,Yes,Airways,Yes,Working Class,
0.38,34,11,1828191,,3961.16,93.73,No,Yes,No,Airways,No,Wealthy,
0.57,13,7,467,Aluminium,3.63,13.62,Yes,No,No,Waterways,No,Wealthy,No
0.57,17,7,3565,Bronze,26.09,20.35,No,No,Yes,,No,Working Class,No
0.39,25,9,8020,Bronze,5.07,98.51,No,No,Yes,Airways,No,Working Class,No
0.71,7,4,243,Bronze,6.18,16.18,No,No,No,Waterways,No,Wealthy,No
0.68,42,33,150750,,331.59,28.58,No,No,Yes,Roadways,No,Working Class,No
0.66,33,8,558197,Stone,1139.14,34.93,No,No,Yes,Roadways,No,Working Class,No
0.9,13,7,198,Aluminium,5.05,17.76,No,Yes,Yes,Roadways,No,Wealthy,No
0.3,9,4,4983,Marble,19.74,23.88,No,No,Yes,Roadways,No,Wealthy,No
0.36,30,8,246282,Stone,98.89,26.66,Yes,No,No,Airways,No,Working Class,No
0.44,10,4,,Stone,12.37,29.65,No,No,Yes,Roadways,No,Working Class,
0.33,16,,3563,Bronze,8.48,14.78,No,No,No,,No,Working Class,No
0.96,28,19,62334,Brass,820.24,77.12,Yes,No,No,Roadways,No,Working Class,No
0.52,32,12,1764910,Stone,5471.93,56.5,No,No,Yes,,No,Working Class,No
0.14,5,4,1298,Marble,3.82,16.58,No,No,Yes,Roadways,No,Working Class,No
0.22,22,13,2277,Clay,7.12,20.36,No,No,Yes,Waterways,Yes,Working Class,No
0.35,14,6,2851,Bronze,3.61,20.96,No,Yes,No,,No,Wealthy,No
0.18,15,,161,Wood,3.89,22.57,No,Yes,No,,No,Working Class,Yes
,18,10,144581,Marble,116.27,60.74,No,Yes,Yes,,No,Working Class,No
,30,7,,Aluminium,6.07,20.88,Yes,No,Yes,,No,Working Class,Yes
0.22,15,8,151666,Stone,366.64,77.7,No,Yes,No,Airways,No,Wealthy,No
0.32,9,5,834,Bronze,6.94,16.57,No,No,No,Roadways,No,Wealthy,No
0.16,22,16,484,Wood,6.28,20.63,Yes,No,No,Waterways,No,Working Class,Yes
0.4,12,6,858,Bronze,4.99,12.26,No,No,Yes,Waterways,No,Working Class,No
,,20,12496971,,63110.87,57.72,Yes,No,No,Waterways,No,Working Class,No
0.35,36,17,2932282,,7160.97,96.82,No,No,No,Roadways,Yes,Wealthy,No
0.08,23,8,,Stone,904.76,98.92,Yes,No,No,,No,Working Class,No
0.59,16,6,61911,Stone,193,80.23,Yes,No,No,Roadways,No,Working Class,No
0.3,30,16,1057097,Marble,5106.21,38.64,No,Yes,Yes,Airways,No,Working Class,No
,12,8,,,6.28,17.98,No,Yes,No,Airways,No,Wealthy,No
,22,8,1562,,5.77,10.42,Yes,No,Yes,Waterways,Yes,Working Class,No
0.1,3,2,14,Bronze,4.22,10.44,Yes,No,Yes,Waterways,No,Working Class,No
,19,8,203075,Stone,1187.96,86.05,No,Yes,No,Airways,No,Working Class,
0.7,,11,,Marble,990.74,49.58,No,No,No,,No,Working Class,No
0.86,18,11,1856,Clay,13.73,24.03,Yes,Yes,No,,Yes,Wealthy,No
0.16,23,8,,Aluminium,5.99,15.45,No,No,No,Roadways,No,Working Class,No
0.23,8,4,195,Clay,5.89,14.45,Yes,No,No,Waterways,Yes,Working Class,No
0.05,7,4,4239,Stone,4.42,18.7,No,No,No,Airways,No,Working Class,No
0.19,23,7,5630,Bronze,7.36,34.62,No,No,Yes,Airways,No,Working Class,No
0.71,30,11,12261,Bronze,38.44,68.29,Yes,Yes,Yes,Airways,No,Wealthy,No
0.74,15,6,1564,Brass,9.59,22.97,No,Yes,Yes,Airways,No,Working Class,Yes
0.99,12,7,433,Aluminium,5.35,17.66,No,Yes,Yes,Airways,No,Working Class,
0.31,,10,25336,Brass,58.33,93.01,No,Yes,No,,No,Working Class,
0.34,26,12,17758,,44.98,83.89,Yes,No,No,Waterways,No,Working Class,Yes
0.18,15,7,180,Wood,3.75,24.08,No,No,No,Waterways,No,Working Class,No
0.65,17,6,,,3.35,13.5,No,No,Yes,Roadways,No,Working Class,No
,20,11,335,Wood,4.89,19.87,No,No,No,Waterways,No,Working Class,No
0.08,44,23,,,47.14,79.57,Yes,No,Yes,Airways,No,Working Class,No
,13,7,3167,,6.35,20.4,No,No,Yes,,No,Working Class,No
,23,7,241,,3.95,15.46,No,No,Yes,,No,Working Class,
0.29,15,8,653,Clay,5.73,19.16,No,No,No,Roadways,Yes,Working Class,No
0.73,35,16,53094,Bronze,133.16,83.63,No,No,No,,No,Working Class,No
0.12,15,6,1049,Brass,4.91,14.65,Yes,No,No,Waterways,No,Working Class,No
0.56,21,9,382,Wood,3.04,22.96,No,No,Yes,Roadways,No,Working Class,No
0.03,11,6,317,Aluminium,4.31,15.61,No,No,No,,No,Wealthy,No
0.4,18,10,9019,Brass,18.3,95.98,Yes,No,No,Waterways,No,Working Class,No
0.38,22,8,13013,Brass,34.49,81.55,No,No,No,Roadways,No,Working Class,No
0.1,14,6,29497,Stone,20.45,25.84,No,No,No,,No,Working Class,
0.73,24,13,18538,Bronze,21.29,46.09,Yes,Yes,Yes,Airways,No,Working Class,No
0.05,31,10,1172970,Stone,852.79,33.66,No,Yes,No,Roadways,No,Working Class,No
0.75,18,14,1996,Clay,13.05,17.95,No,Yes,No,Airways,Yes,Wealthy,No
0.68,6,5,142,Clay,6.46,19.95,No,No,No,Waterways,Yes,Working Class,No
0.58,10,4,,Marble,5.79,23.31,Yes,No,No,Waterways,No,Working Class,No
0.66,8,5,731,Brass,5.22,21.93,Yes,No,Yes,Waterways,No,Working Class,No
0.08,44,17,4583363,Stone,6873.24,49.97,No,Yes,No,Roadways,No,Wealthy,No
0.59,15,6,4605,Brass,11.09,23.94,No,No,No,Roadways,No,Working Class,
,4,4,56,Bronze,6.84,19.52,No,No,No,Roadways,No,Wealthy,No
0.67,10,5,1079,Brass,4.77,24.78,No,Yes,No,Airways,No,Working Class,Yes
0.53,24,12,1194,Aluminium,6.9,24.08,Yes,No,No,Waterways,No,Wealthy,
0.5,42,18,101014,Brass,597.35,70.97,No,Yes,Yes,Roadways,No,Wealthy,No
0.52,,20,3941101,Marble,11331.66,25.01,Yes,Yes,Yes,,Yes,Working Class,No
,29,13,3055,Aluminium,5.7,22.77,No,No,No,,No,Wealthy,No
0.62,24,11,1270,Aluminium,8.19,11.67,No,No,No,Airways,No,Working Class,No
0.92,15,6,1585,,12.96,13.8,Yes,No,No,,No,Wealthy,No
0.07,4,3,86,Bronze,6.74,14.52,Yes,No,Yes,Waterways,No,Working Class,
0.75,26,,2088,Clay,4.02,20.7,No,No,No,Roadways,Yes,Working Class,
0.36,15,7,438,Aluminium,5.52,14.46,No,Yes,Yes,,No,Working Class,No
0.1,47,6,286454,Stone,610.39,84.54,No,Yes,Yes,Airways,No,Working Class,No
0.08,5,4,117,,3.67,22.67,Yes,No,Yes,,No,Working Class,No
0.01,12,7,146,,6.65,21.85,Yes,No,Yes,,No,Working Class,No
,20,,41000,Marble,32.67,39.23,Yes,Yes,Yes,,No,Working Class,No
0.77,44,9,,Aluminium,17.7,21.5,No,No,No,,No,Working Class,No
0.4,19,10,14551,Brass,19.49,95.69,Yes,No,Yes,Waterways,No,Working Class,No
0.46,7,4,2106,Marble,4.45,12.19,No,No,Yes,Waterways,No,Working Class,No
0.23,10,5,,Marble,8.96,51.03,Yes,No,No,,No,Working Class,No
0.46,38,17,37228,Bronze,120.2,58.48,No,Yes,No,Airways,No,Working Class,No
0.55,28,13,764933,Marble,1091.27,38.01,No,Yes,No,Roadways,No,Working Class,
0.02,15,8,923,Clay,6.72,13.12,No,No,No,Roadways,Yes,Wealthy,No
,27,13,,Aluminium,10.71,17.49,No,No,No,,No,Working Class,Yes
0.9,9,4,137,Clay,4.2,15.73,No,No,Yes,Roadways,Yes,Working Class,Yes
,33,23,1467936,Marble,1332.33,45.19,No,Yes,No,,No,Wealthy,Yes
0.67,8,4,630,Brass,3.84,11.21,Yes,No,No,Waterways,No,Working Class,No
0.31,28,12,432381,Stone,573.32,97.67,No,Yes,Yes,Roadways,No,Working Class,No
0.14,16,8,6441,Brass,12.71,42.22,Yes,No,No,,No,Working Class,No
,45,13,526,Wood,4.57,24.8,Yes,No,No,Waterways,No,Working Class,No
0.04,13,7,,Bronze,6.28,24.08,No,No,Yes,,No,Wealthy,No
0.5,19,7,,,117.9,59.3,No,Yes,No,,No,Working Class,No
0.46,21,8,733,Aluminium,5.91,15.37,No,No,Yes,Roadways,No,Working Class,No
0.99,5,5,1260,Marble,11.29,14.5,Yes,No,Yes,,No,Wealthy,Yes
0.13,29,9,18323,Brass,14.34,65.75,No,No,No,Roadways,No,Working Class,Yes
0.86,11,8,25776,Marble,237.58,50.17,No,No,No,,No,Working Class,No
0.11,51,26,8108,Aluminium,33.89,64.26,No,No,Yes,,No,Working Class,No
0.66,10,4,266,Clay,3.77,14.95,Yes,No,No,Waterways,Yes,Working Class,No
0.29,20,7,488,Aluminium,3.48,10.96,No,No,Yes,Roadways,No,Working Class,No
0.2,26,11,719752,Stone,1395.1,92,No,No,No,Roadways,No,Working Class,No
0.5,33,15,2546,Aluminium,9.19,21.24,No,Yes,Yes,Airways,No,Working Class,No
0.05,36,15,22082,Brass,33.04,77.37,No,Yes,No,Roadways,No,Working Class,No
,11,6,446,Bronze,3.13,22.89,No,No,Yes,,No,Working Class,Yes
0.1,34,6,105883,Marble,86.91,29,No,No,No,Waterways,No,Working Class,No
0.61,,5,4022,Stone,28.44,12.45,Yes,Yes,No,Airways,No,Working Class,No
0.77,14,7,700,Clay,4.7,15.52,No,No,No,Waterways,Yes,Working Class,Yes
0.5,24,12,12897,,40.35,29.29,No,Yes,No,Roadways,No,Working Class,
0.84,3,3,134,,5.25,17.43,No,No,No,Roadways,No,Working Class,No
,27,9,1443,,5.99,21.71,No,No,Yes,Waterways,No,Working Class,Yes
0.36,19,7,9069,Brass,13.44,87.61,Yes,No,No,Roadways,No,Working Class,No
,,5,1362,Brass,3.54,11.19,No,Yes,No,,No,Wealthy,No
0.75,30,10,4802,Clay,6.04,16.04,Yes,No,No,,Yes,Wealthy,No
0.62,30,9,12378,Brass,38.88,59.51,No,No,Yes,,No,Working Class,No
0.94,17,6,671,Clay,3.51,11.5,No,Yes,No,Roadways,Yes,Working Class,
0.33,15,8,2715,Bronze,11.51,16.57,Yes,No,No,Airways,No,Wealthy,No
,25,,,,2936.29,83.93,No,No,No,,No,Working Class,
0.27,7,5,8694,Stone,18.57,52.09,No,No,No,Roadways,No,Wealthy,Yes
0.49,38,19,3772884,Marble,23393.26,79.11,No,Yes,Yes,Roadways,Yes,Working Class,
0.4,19,10,,Clay,3.04,22.96,No,Yes,No,,Yes,Working Class,Yes
0.72,43,,,Bronze,567.65,71.37,Yes,Yes,No,Airways,No,Working Class,
,26,15,1975988,Stone,1489.74,34.24,Yes,No,No,Waterways,No,Working Class,No
0.53,14,8,1234,Clay,3.43,23.63,Yes,Yes,No,Airways,Yes,Working Class,No
,39,,3684,Aluminium,16.84,23.32,No,No,No,Roadways,No,Working Class,No
0.63,5,4,26,Wood,6.48,13.47,No,Yes,Yes,Roadways,No,Working Class,Yes
0.02,7,4,34,Wood,3.34,15.53,No,No,Yes,Roadways,No,Working Class,Yes
0.38,14,8,3432,Bronze,15.57,23.56,Yes,No,No,Waterways,No,Working Class,No
0.28,27,8,8880,Brass,32.83,56.29,No,Yes,Yes,Roadways,No,Working Class,No
0.73,42,23,17895571,Stone,12640.32,29.68,No,Yes,Yes,,No,Wealthy,Yes
0.42,19,7,514,,6.81,12.37,Yes,No,Yes,Airways,No,Working Class,No
0.26,45,15,1393,Wood,3.21,21.2,No,Yes,Yes,Roadways,No,Wealthy,No
0.23,,6,147030,,429.17,73.37,Yes,Yes,Yes,Airways,No,Working Class,No
0.95,33,16,3392859,Stone,23198.8,52,Yes,No,No,Waterways,No,Working Class,Yes
0.19,25,16,3136649,Stone,1702.78,82.19,No,Yes,Yes,Roadways,No,Wealthy,No
0.14,22,7,1085,Clay,6,21.37,Yes,Yes,No,Airways,Yes,Wealthy,No
,9,5,751,Bronze,4.25,23.43,No,No,No,,No,Wealthy,No
0.49,13,6,7270,Marble,19.17,79.65,No,No,No,Waterways,No,Working Class,No
0.81,29,8,209,Wood,6.11,17.47,Yes,No,No,Waterways,No,Working Class,No
0.61,11,6,161,Aluminium,4.74,18.45,Yes,Yes,No,Airways,No,Wealthy,Yes
0.64,32,7,16948,,53.63,59.21,No,No,No,Roadways,No,Working Class,No
0.91,8,5,9517,Stone,89.96,48.22,Yes,Yes,No,,No,Wealthy,Yes
0.29,5,5,2382,Marble,5.54,18.18,No,No,No,Roadways,No,Working Class,Yes
0.86,28,9,129123,,847.64,75.52,No,No,No,Roadways,No,Working Class,
0.82,9,4,,,9.01,38.85,Yes,Yes,No,,No,Wealthy,No
0.08,32,17,838,,4.25,12.55,Yes,No,No,Waterways,No,Working Class,No
0.7,19,,1929,,6.65,22.23,No,No,No,,No,Working Class,No
0.39,33,,1651,,6.88,22.32,No,No,No,Airways,No,Working Class,No
0.48,11,6,387,Clay,5.84,22.26,Yes,No,No,Waterways,Yes,Wealthy,No
0.25,52,13,99331,,258.61,86.5,No,Yes,No,Roadways,No,Working Class,No
0.57,21,9,4288,Bronze,20.26,20.55,No,Yes,Yes,Airways,No,Wealthy,Yes
0.13,36,23,981,Wood,6.62,21.91,No,No,No,Roadways,No,Working Class,No
0.2,21,12,27227,Brass,19.98,71.68,No,No,No,Waterways,No,Working Class,No
0.74,17,6,1023,Clay,3.69,20.91,No,No,No,Waterways,Yes,Working Class,No
0.12,37,19,17431,Clay,75,77.43,No,Yes,No,,Yes,Working Class,No
0.88,8,4,,,6.02,23.79,No,No,Yes,Roadways,No,Working Class,No
,9,4,4222,,20.26,13,No,No,No,Roadways,No,Working Class,
0.89,10,4,43,,6.37,17.59,No,No,Yes,,No,Wealthy,No
0.51,9,5,327,Clay,3.28,16.96,Yes,No,No,Waterways,Yes,Working Class,Yes
0.73,22,10,464792,,2765.63,84.21,Yes,Yes,No,Airways,No,Wealthy,No
0.57,31,16,63990,Brass,219.6,44.1,Yes,No,Yes,Waterways,No,Working Class,No
0.14,16,6,101,Wood,6.32,17.64,Yes,No,Yes,Airways,No,Working Class,No
,10,5,1163,Brass,5.72,23.68,No,Yes,Yes,,No,Working Class,
0.81,4,3,,Brass,4.43,17.42,No,Yes,No,,No,Working Class,No
0.29,12,8,2264,Bronze,5.08,16.51,Yes,No,No,Waterways,No,Working Class,
0.19,36,9,691453,Marble,1308.83,93.62,Yes,No,Yes,Waterways,Yes,Working Class,No
0.82,,13,2935,Aluminium,10.4,16.43,No,No,No,,No,Working Class,No
0.38,34,21,13800,Clay,27.66,63.16,No,No,No,Roadways,Yes,Working Class,No
0.32,19,14,206436,Marble,745.54,30.88,No,No,No,Roadways,No,Working Class,No
,18,10,185994,Stone,446.02,56.7,Yes,No,Yes,,No,Working Class,No
0.27,24,9,992,Aluminium,3.94,11.98,Yes,No,Yes,Waterways,No,Working Class,
,32,16,,Clay,21.21,38.07,No,No,No,,Yes,Wealthy,No
0.42,,7,889,Clay,4.71,10.68,No,No,No,Roadways,Yes,Working Class,No
0.74,13,6,2304,Bronze,10.05,20.22,No,Yes,Yes,Roadways,No,Working Class,No
0.7,24,8,1373,Aluminium,5.41,11.5,No,No,Yes,Roadways,No,Working Class,No
0.49,14,6,59415,Stone,88.13,68.97,Yes,No,No,Airways,No,Working Class,Yes
0.55,30,15,1195439,Marble,2611.64,27.57,Yes,No,Yes,Waterways,No,Working Class,No
,30,23,43271,Bronze,37.57,26.55,Yes,Yes,No,Airways,No,Wealthy,Yes
0.19,12,6,15091,Marble,10.94,43.43,Yes,No,Yes,,No,Working Class,Yes
0.35,14,8,18983,Marble,81.02,27.81,No,No,No,,No,Working Class,No
0.5,15,6,,Wood,3.86,24.32,No,No,Yes,,No,Working Class,No
0.81,33,12,2138,Aluminium,3.65,13.14,No,No,No,Roadways,No,Wealthy,No
0.54,26,12,14026,Bronze,56.14,93.29,Yes,No,No,Waterways,No,Working Class,No
0.35,40,9,24806,Bronze,99.99,44.9,No,Yes,No,Roadways,No,Working Class,No
0.37,12,6,38916,Stone,70.44,33.78,Yes,No,No,,No,Working Class,No
0.52,15,8,5556,Brass,12.68,44.02,Yes,Yes,Yes,Airways,No,Wealthy,No
0.55,17,,293,Aluminium,5.59,23.25,Yes,No,No,,No,Working Class,No
0.38,29,19,51086,Brass,235.36,37.23,Yes,No,No,Waterways,No,Wealthy,No
0.12,15,7,2051,Bronze,3.74,20.05,Yes,Yes,Yes,Airways,No,Wealthy,Yes
,,7,30662,,21.27,42.87,No,No,No,Roadways,No,Working Class,No
0.22,18,,462939,Stone,1068.01,44.88,No,Yes,No,Airways,No,Wealthy,No
0.13,45,24,86188,Bronze,62.17,91.54,Yes,Yes,No,Airways,No,Working Class,No
0.6,8,4,59,Wood,5.5,14.53,Yes,No,Yes,Roadways,No,Working Class,No
0.32,34,21,9266,Clay,12.97,86.36,Yes,No,Yes,Waterways,Yes,Wealthy,
0.71,17,7,6252,Brass,40.39,51.8,No,No,No,Roadways,No,Wealthy,No
0.36,42,17,66743,Brass,128.23,94.97,No,No,Yes,Airways,No,Working Class,No
0.8,41,18,7131016,Stone,29508.07,78.65,Yes,Yes,No,Airways,No,Working Class,No
0.12,9,4,84,Aluminium,4.97,22.53,No,No,No,Airways,No,Working Class,No
0.36,13,7,2353,,5.27,16.54,Yes,No,No,,No,Working Class,No
0.93,31,16,396,Wood,5.2,20.05,No,No,No,,No,Working Class,Yes
0.04,20,16,589,Wood,4.77,13.5,Yes,Yes,Yes,Airways,No,Working Class,No
0.82,9,5,857,Bronze,6.28,10.94,No,Yes,No,,No,Wealthy,Yes
0.27,8,5,12183,Stone,25.65,77.68,Yes,Yes,Yes,Airways,No,Wealthy,No
0.58,3,3,,Wood,5.19,11.15,No,No,Yes,,No,Working Class,
0.18,14,8,823,Clay,5.12,12.52,Yes,No,Yes,Waterways,Yes,Working Class,No
0.15,21,7,133898,Marble,393.73,81.24,Yes,Yes,No,Airways,No,Working Class,No
0.51,34,,819951,,3547.58,40.25,No,No,Yes,Roadways,No,Working Class,
,23,,8084,Bronze,27.19,69.67,No,No,No,,No,Working Class,
0.06,12,7,2678,Brass,6.58,23.56,No,No,No,Roadways,No,Working Class,No
0.34,,4,187,,4.42,20.31,Yes,No,No,Waterways,No,Working Class,
0.77,15,7,71,Wood,4.36,11.49,No,No,No,Airways,No,Wealthy,Yes
0.14,35,15,773,Wood,3.4,14.3,No,Yes,Yes,Airways,No,Working Class,No
0.26,27,16,357,Wood,4.24,10.86,No,No,Yes,Roadways,No,Working Class,No
0.87,11,6,,Aluminium,5.95,24.54,Yes,No,Yes,,No,Working Class,No
0.74,18,6,124,Wood,3.04,11.79,No,Yes,No,Airways,No,Wealthy,No
0.67,20,12,1060,,5.77,14.67,No,No,Yes,,No,Wealthy,No
0.54,5,3,49,Aluminium,5.11,19.4,No,No,No,Roadways,No,Working Class,No
,27,7,2195,Clay,4.35,16.15,No,No,No,,Yes,Working Class,No
0.54,26,18,1828523,Marble,3658.05,98.75,Yes,Yes,No,Airways,No,Working Class,Yes
0.25,40,16,763,Wood,3.17,13.15,Yes,No,No,Waterways,No,Working Class,No
0.16,31,13,5501,Clay,5.56,83.61,Yes,Yes,No,,Yes,Working Class,No
0.64,4,3,31,Aluminium,5.03,12.89,No,No,No,Roadways,No,Working Class,No
0.69,6,5,18,Wood,4.63,21.12,No,No,No,Waterways,No,Working Class,No
0.21,6,5,489,,6.06,21.43,No,No,No,Airways,No,Working Class,No
0.3,19,7,829,Clay,5.99,23.3,No,No,Yes,Airways,Yes,Working Class,Yes
0.62,23,8,67915,Marble,318.45,57.84,Yes,Yes,No,Airways,No,Wealthy,No
0.79,,,,Stone,20.7,17.53,Yes,No,Yes,Waterways,No,Working Class,Yes
0.37,14,8,1246,Clay,6.37,11,No,No,No,Roadways,Yes,Working Class,No
0.53,,,5571,Brass,8.21,39.25,No,Yes,Yes,Airways,No,Working Class,
0.65,14,8,126,Wood,3.22,19.2,No,No,No,Airways,No,Working Class,No
0.49,31,11,1429155,Stone,1566.65,61.68,No,No,Yes,Roadways,No,Working Class,No
0.23,17,8,309,,5.52,20.91,Yes,Yes,No,Airways,No,Working Class,No
0.16,,8,27670,Marble,72.98,54.57,No,No,No,Roadways,No,Working Class,No
0.12,25,18,1232559,Marble,906.29,33.26,No,Yes,No,Airways,No,Working Class,Yes
0.32,36,7,27021,Brass,102.06,68.35,No,No,No,Roadways,No,Working Class,No
0.45,3,2,13,Clay,3.02,22.39,Yes,No,No,Roadways,Yes,Working Class,No
0.57,20,7,1357,Bronze,8.02,18.83,No,No,Yes,Airways,No,Working Class,No
,20,11,,Bronze,11.05,60.18,No,No,No,Airways,No,Wealthy,No
0.47,5,3,566,Marble,6.82,14.99,Yes,No,Yes,Waterways,No,Working Class,No
,5,4,41,Wood,6.26,16.84,No,Yes,Yes,Airways,No,Wealthy,No
0.84,35,11,1828,,7.04,18.95,No,No,Yes,,No,Working Class,No
0.14,,8,2496,Bronze,6.83,15.86,Yes,No,No,Airways,No,Working Class,No
0.21,27,8,687,Aluminium,3.85,15.8,No,No,No,Airways,No,Working Class,Yes
0.7,14,7,74140,Stone,153.25,26.38,No,No,No,Roadways,No,Wealthy,Yes
0.9,6,5,386,,6.57,22.06,No,Yes,No,Roadways,No,Wealthy,No
,50,14,5878,,31.13,29.36,No,Yes,Yes,Airways,No,Working Class,No
0.26,28,16,1626745,Stone,4480.78,82.99,Yes,No,No,Roadways,No,Wealthy,Yes
0.28,22,8,719,Aluminium,5.06,23.29,Yes,No,Yes,Airways,No,Working Class,No
0.06,28,13,521,Wood,3.64,10.88,Yes,No,No,Waterways,No,Working Class,No
0.48,15,,,,5.18,12.88,No,No,No,Airways,Yes,Working Class,Yes
0.62,12,6,20660,Stone,26.03,97.38,No,No,No,Roadways,No,Wealthy,No
0.64,29,10,1425,Aluminium,6.78,20.9,Yes,No,Yes,Airways,No,Working Class,
0.48,,27,191920,Bronze,85.01,73.44,No,No,No,Roadways,No,Wealthy,Yes
0.51,29,9,846,Aluminium,4.39,11.62,No,No,No,Roadways,No,Working Class,No
0.18,30,15,57407,Brass,27.93,69.76,No,No,No,Waterways,No,Wealthy,No
0.67,5,3,379,,3.98,24.2,No,No,No,Roadways,No,Working Class,No
0.66,4,4,51,Aluminium,4.19,11.64,No,No,No,Roadways,No,Working Class,Yes
0.36,20,,,Clay,5.35,23.86,No,No,No,,Yes,Working Class,
0.87,,3,923,Marble,5.5,17.95,No,No,No,Roadways,No,Working Class,
,27,9,,Brass,15.37,25.14,Yes,No,Yes,,No,Working Class,No
0.11,20,10,6761,Brass,7.46,36.62,No,No,No,Roadways,No,Working Class,No
0.15,8,,3844,,4.96,12.89,Yes,No,No,Airways,No,Wealthy,No
0.78,9,5,165,Aluminium,3.08,19.34,No,No,Yes,Roadways,No,Working Class,No
0.61,25,6,686,Aluminium,6.29,16.68,No,No,No,Waterways,No,Working Class,No
,13,8,148,Wood,4.46,15.37,Yes,Yes,No,Airways,No,Working Class,
0.22,23,16,2998,Aluminium,4.59,16.76,Yes,Yes,Yes,Airways,No,Wealthy,No
0.81,10,4,3643,Marble,11.46,11.16,Yes,No,Yes,Airways,No,Working Class,No
0.46,33,,,Stone,580.5,41.85,Yes,Yes,No,Airways,No,Working Class,Yes
0.19,41,13,21597,Brass,73.61,77.72,No,No,No,Roadways,No,Working Class,No
0.01,29,7,1004,Aluminium,6.05,17.5,No,Yes,No,Roadways,No,Working Class,No
0.07,20,9,1746,Clay,5.7,12.83,No,No,Yes,,Yes,Working Class,No
0,6,4,4219,Stone,6.35,11.89,No,Yes,No,Airways,No,Working Class,No
,13,6,1609,Bronze,5.31,13.81,No,Yes,No,Roadways,No,Wealthy,No
0.02,38,9,18915,Bronze,8.37,70.41,Yes,Yes,No,Airways,No,Working Class,No
0.97,9,4,4757,,28.48,18,No,No,No,Roadways,No,Working Class,No
0.34,38,19,1129,Wood,6.41,23.82,Yes,No,Yes,Waterways,No,Wealthy,Yes
0.29,15,8,130583,Stone,328.07,36.32,No,No,Yes,Roadways,No,Working Class,No
0.38,14,6,139,Wood,4.03,16.52,No,No,No,Roadways,No,Working Class,Yes
,25,7,11914,Brass,7.64,69.06,No,No,No,,No,Working Class,No
0.32,24,8,8334,Brass,40.01,70.44,No,No,No,,No,Working Class,No
0.97,11,8,295,Aluminium,5.41,14.42,Yes,No,Yes,Waterways,No,Working Class,Yes
0.14,16,7,3995,Bronze,9.32,11.85,No,No,No,,No,Working Class,
0.34,,7,2059,Clay,6.64,23.11,Yes,No,Yes,Airways,Yes,Working Class,No
0.85,43,14,3800,Clay,32.14,19.71,No,No,Yes,,Yes,Working Class,No
0.78,26,7,10936,Brass,61.1,98.71,Yes,Yes,Yes,Airways,No,Working Class,No
0.24,15,,4343,,4.73,10.7,Yes,No,No,Airways,No,Working Class,
0.75,15,7,136282,Stone,1250.31,70.21,Yes,Yes,No,Airways,No,Wealthy,No
0.16,32,7,1128,Aluminium,6.35,22.01,No,No,No,Roadways,No,Working Class,Yes
